survey,level,province,division,district,domain,indicator,unit,type,denom_pop,num_pop,value,n_obs,representative
PSLM 2019-20,District,Punjab,Lahore,Nankana Sahib,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,31430,29567,94.07,152,District-representative
PSLM 2019-20,District,Punjab,Lahore,Sheikhupura,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,178436,147582,82.71,657,District-representative
PSLM 2019-20,District,Punjab,Multan,Khanewal,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,172156,121788,70.74,721,District-representative
PSLM 2019-20,District,Punjab,Multan,Lodhran,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,126687,109212,86.21,592,District-representative
PSLM 2019-20,District,Punjab,Multan,Multan,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,168207,126749,75.35,781,District-representative
PSLM 2019-20,District,Punjab,Multan,Vehari,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,364734,326306,89.46,1112,District-representative
PSLM 2019-20,District,Punjab,Rawalpindi,Attock,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,71334,64400,90.28,430,District-representative
PSLM 2019-20,District,Punjab,Rawalpindi,Chakwal,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,78299,60465,77.22,453,District-representative
PSLM 2019-20,District,Punjab,Rawalpindi,Jhelum,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,41254,27710,67.17,286,District-representative
PSLM 2019-20,District,Punjab,Rawalpindi,Rawalpindi,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,158330,129283,81.65,736,District-representative
PSLM 2019-20,District,Punjab,Sahiwal,Okara,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,256695,242464,94.46,880,District-representative
PSLM 2019-20,District,Punjab,Sahiwal,Pakpattan,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,159964,139409,87.15,850,District-representative
PSLM 2019-20,District,Punjab,Sahiwal,Sahiwal,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,186621,137510,73.68,876,District-representative
PSLM 2019-20,District,Punjab,Sargodha,Bhakkar,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,100833,42684,42.33,602,District-representative
PSLM 2019-20,District,Punjab,Sargodha,Khushab,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,63993,23144,36.17,441,District-representative
PSLM 2019-20,District,Punjab,Sargodha,Mianwali,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,94499,58613,62.02,470,District-representative
PSLM 2019-20,District,Punjab,Sargodha,Sargodha,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,213140,104033,48.81,1098,District-representative
PSLM 2019-20,District,Sindh,Hyderabad,Badin,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,176750,88738,50.21,700,District-representative
PSLM 2019-20,District,Sindh,Hyderabad,Dadu,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,109802,37469,34.12,292,District-representative
PSLM 2019-20,District,Sindh,Hyderabad,Hyderabad,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,104334,86343,82.76,479,District-representative
PSLM 2019-20,District,Sindh,Hyderabad,Jamshoro,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,36023,20407,56.65,256,District-representative
PSLM 2019-20,District,Sindh,Hyderabad,Matiari,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,68499,43975,64.2,358,District-representative
PSLM 2019-20,District,Sindh,Hyderabad,Sujawal,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,41527,20015,48.2,192,District-representative
PSLM 2019-20,District,Sindh,Hyderabad,Tando Allahyar,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,57578,38306,66.53,337,District-representative
PSLM 2019-20,District,Sindh,Hyderabad,Tando Muhammad Khan,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,69894,48929,70,492,District-representative
PSLM 2019-20,District,Sindh,Hyderabad,Thatta,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,32632,24779,75.93,205,District-representative
PSLM 2019-20,District,Sindh,Karachi,Karachi Central,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,46504,37331,80.27,169,District-representative
PSLM 2019-20,District,Sindh,Karachi,Karachi East,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,7843,7333,93.5,32,District-representative
PSLM 2019-20,District,Sindh,Karachi,Karachi South,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,1138,756,66.47,5,District-representative
PSLM 2019-20,District,Sindh,Karachi,Karachi West,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,17738,13756,77.55,48,District-representative
PSLM 2019-20,District,Sindh,Karachi,Korangi,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,68303,68303,100,114,District-representative
PSLM 2019-20,District,Sindh,Karachi,Malir,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,23768,23232,97.74,87,District-representative
PSLM 2019-20,District,Sindh,Larkana,Jacobabad,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,61935,44078,71.17,464,District-representative
PSLM 2019-20,District,Sindh,Larkana,Kambar Shahdad Kot,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,86320,38802,44.95,314,District-representative
PSLM 2019-20,District,Sindh,Larkana,Kashmore,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,120473,64104,53.21,381,District-representative
PSLM 2019-20,District,Sindh,Larkana,Larkana,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,128842,102705,79.71,752,District-representative
PSLM 2019-20,District,Sindh,Larkana,Shikarpur,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,20208,13353,66.08,86,District-representative
PSLM 2019-20,District,Sindh,Mirpur Khas,Mirpur Khas,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,62965,25925,41.17,346,District-representative
PSLM 2019-20,District,Sindh,Mirpur Khas,Tharparkar,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,119667,69927,58.43,358,District-representative
PSLM 2019-20,District,Sindh,Mirpur Khas,Umer Kot,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,52412,27314,52.11,236,District-representative
PSLM 2019-20,District,Sindh,Shaheed Benazirabad,Naushahro Feroze,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,46356,20966,45.23,248,District-representative
PSLM 2019-20,District,Sindh,Shaheed Benazirabad,Sanghar,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,174370,113518,65.1,531,District-representative
PSLM 2019-20,District,Sindh,Shaheed Benazirabad,Shaheed Benazirabad,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,104738,39703,37.91,520,District-representative
PSLM 2019-20,District,Sindh,Sukkur,Ghotki,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,90299,80813,89.5,461,District-representative
PSLM 2019-20,District,Sindh,Sukkur,Khairpur,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,202023,148454,73.48,957,District-representative
PSLM 2019-20,District,Sindh,Sukkur,Sukkur,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,57750,51315,88.86,240,District-representative
PSLM 2019-20,District,Balochistan,Kalat,Awaran,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,7661,1850,24.15,182,District-representative
PSLM 2019-20,District,Balochistan,Kalat,Kalat,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,8622,8457,98.08,209,District-representative
PSLM 2019-20,District,Balochistan,Kalat,Khuzdar,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,23407,15477,66.12,262,District-representative
PSLM 2019-20,District,Balochistan,Kalat,Lasbela,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,34718,33509,96.52,79,District-representative
PSLM 2019-20,District,Balochistan,Kalat,Mastung,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,33924,26553,78.27,303,District-representative
PSLM 2019-20,District,Balochistan,Kalat,Shaheed Sikandarabad,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,7936,5761,72.59,67,District-representative
PSLM 2019-20,District,Balochistan,Loralai,Barkhan,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,22960,22012,95.87,310,District-representative
PSLM 2019-20,District,Balochistan,Loralai,Duki,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,7561,134,1.77,61,District-representative
PSLM 2019-20,District,Balochistan,Loralai,Loralai,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,26749,22558,84.33,229,District-representative
PSLM 2019-20,District,Balochistan,Mekran,Gwadar,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,17690,13479,76.2,181,District-representative
PSLM 2019-20,District,Balochistan,Mekran,Kech,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,80660,75629,93.76,333,District-representative
PSLM 2019-20,District,Balochistan,Nasirabad,Jaffarabad,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,20570,19105,92.88,126,District-representative
PSLM 2019-20,District,Balochistan,Nasirabad,Kachhi,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,13365,12018,89.92,175,District-representative
PSLM 2019-20,District,Balochistan,Nasirabad,Nasirabad,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,22588,15448,68.39,141,District-representative
PSLM 2019-20,District,Balochistan,Nasirabad,Sohbatpur,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,11439,11265,98.48,65,District-representative
PSLM 2019-20,District,Balochistan,Quetta,Killa Abdullah,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,46855,35912,76.64,187,District-representative
PSLM 2019-20,District,Balochistan,Quetta,Pishin,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,54164,48737,89.98,437,District-representative
PSLM 2019-20,District,Balochistan,Quetta,Quetta,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,136605,127421,93.28,609,District-representative
PSLM 2019-20,District,Balochistan,Rakhshan,Kharan,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,16197,7445,45.96,320,District-representative
PSLM 2019-20,District,Balochistan,Rakhshan,Nushki,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,16224,14699,90.6,283,District-representative
PSLM 2019-20,District,Balochistan,Rakhshan,Washuk,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,15574,13825,88.77,281,District-representative
PSLM 2019-20,District,Balochistan,Sibi,Dera Bugti,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,16434,1534,9.33,171,District-representative
PSLM 2019-20,District,Balochistan,Sibi,Harnai,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,5220,5153,98.71,145,District-representative
PSLM 2019-20,District,Balochistan,Sibi,Kohlu,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,7081,6269,88.53,61,District-representative
PSLM 2019-20,District,Balochistan,Sibi,Sibi,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,19105,17969,94.06,176,District-representative
PSLM 2019-20,District,Balochistan,Sibi,Ziarat,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,7839,6985,89.11,126,District-representative
PSLM 2019-20,District,Balochistan,Zhob,Killa Saifullah,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,18974,15851,83.54,324,District-representative
